Image	Name	Price	Description	Metadata
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/1.png	pinata 8 13052022#1	 		https://piptle.mypinata.cloud/ipfs//1.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/10.png	pinata 8 13052022#10	 		https://piptle.mypinata.cloud/ipfs//10.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/11.png	pinata 8 13052022#11	 		https://piptle.mypinata.cloud/ipfs//11.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/12.png	pinata 8 13052022#12	 		https://piptle.mypinata.cloud/ipfs//12.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/13.png	pinata 8 13052022#13	 		https://piptle.mypinata.cloud/ipfs//13.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/14.png	pinata 8 13052022#14	 		https://piptle.mypinata.cloud/ipfs//14.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/15.png	pinata 8 13052022#15	 		https://piptle.mypinata.cloud/ipfs//15.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/16.png	pinata 8 13052022#16	 		https://piptle.mypinata.cloud/ipfs//16.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/17.png	pinata 8 13052022#17	 		https://piptle.mypinata.cloud/ipfs//17.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/18.png	pinata 8 13052022#18	 		https://piptle.mypinata.cloud/ipfs//18.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/19.png	pinata 8 13052022#19	 		https://piptle.mypinata.cloud/ipfs//19.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/2.png	pinata 8 13052022#2	 		https://piptle.mypinata.cloud/ipfs//2.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/20.png	pinata 8 13052022#20	 		https://piptle.mypinata.cloud/ipfs//20.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/3.png	pinata 8 13052022#3	 		https://piptle.mypinata.cloud/ipfs//3.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/4.png	pinata 8 13052022#4	 		https://piptle.mypinata.cloud/ipfs//4.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/5.png	pinata 8 13052022#5	 		https://piptle.mypinata.cloud/ipfs//5.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/6.png	pinata 8 13052022#6	 		https://piptle.mypinata.cloud/ipfs//6.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/7.png	pinata 8 13052022#7	 		https://piptle.mypinata.cloud/ipfs//7.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/8.png	pinata 8 13052022#8	 		https://piptle.mypinata.cloud/ipfs//8.json
https://piptle.mypinata.cloud/ipfs/QmeTJM1KEYkU61DqaqkR6yRVR31cgKnL6PbAtpSeKHCfX1/9.png	pinata 8 13052022#9	 		https://piptle.mypinata.cloud/ipfs//9.json
